STAZIONE FS;AEROPORTO;CODICE IDENTIFICATIVO;SALA CONFERENZE;PARCHEGGIO;PROVINCIA;IMPIANTI RISALITA;DENOMINAZIONE;SITO WEB;STELLE;TERMALE;ACCESSO AI DISABILI;PERIFERIA;FAX;NUOVA CLASSIFICAZIONE LR11;TELEFONO;COLLINARE;COMUNE;NUMERO CIVICO;INDIRIZZO;SOLARIUM;EMAIL;ZONA FIERA;LAGO;SPAGNOLO;INTERNO;CAP;AUTOSTRADA;FITNESS;GIOCHI BIMBI;TIPOLOGIA SECONDARIA;CATEGORIA;SAUNA;ZONA;INGLESE;ALTRI SERVIZI;CENTRO STORICO;ARIA CONDIZIONATA;LOCALITA;MARE;ANIMALI AMMESSI;PISCINA;TEDESCO;CHIUSURA TEMPORANEA;RISTORANTE;FRANCESE;TIPOLOGIA;PISCINA COPERTA;DATA ULTIMA MODIFICA
VERO;FALSO;108142;FALSO;VERO;BELLUNO;FALSO;SELLA;;;FALSO;FALSO;FALSO;;2 Leoni;0437/471005;VERO;ALPAGO;73;SELLA DI FADALTO;FALSO;puricelliluigino@gmail.com;FALSO;VERO;FALSO;;32016;VERO;FALSO;FALSO;;3;FALSO;belluno-feltre-alpago;VERO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;26/06/2017
FALSO;FALSO;614;FALSO;VERO;BELLUNO;FALSO;TRE ROSE;;;FALSO;FALSO;FALSO;;2 Leoni;0039(0)437540289;VERO;MEL;7 - Villa di Villa;Piazza Indipendenza;FALSO;c.sperandio@alice.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;3;FALSO;belluno-feltre-alpago;FALSO;WI-FI NELLE AREE COMUNI;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;25/07/2017
FALSO;FALSO;45281;FALSO;VERO;BELLUNO;VERO;VILLA ARIANNA;;;FALSO;FALSO;FALSO;0039(0)436878604;3 Leoni;0039(0)436867359;FALSO;CORTINA D'AMPEZZO;59;Località Maion;FALSO;villa.arianna@dolomiti.org;FALSO;FALSO;FALSO;;32043;FALSO;FALSO;VERO;;2;FALSO;dolomiti;VERO;WI-FI;FALSO;FALSO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;07/11/2016
FALSO;FALSO;602;FALSO;VERO;BELLUNO;VERO;VILLA CHELE;www.villachele.it;;FALSO;FALSO;VERO;0039(0)437794219;2 Leoni;0039(0)43778585 - 0039(0)437794219;FALSO;VAL DI ZOLDO;2;Via della Fusinela;FALSO;info@villachele.it;FALSO;FALSO;VERO;;32012;FALSO;FALSO;VERO;;3;FALSO;dolomiti;VERO;Wi-Fi, Disponibilità di racchette da neve, zaino porta bimbi;FALSO;FALSO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;VERO;AFFITTACAMERE;FALSO;05/09/2017
FALSO;FALSO;627;FALSO;VERO;BELLUNO;FALSO;VILLA DORI;;;FALSO;FALSO;VERO;0039(0)437518035;2 Leoni;0039(0)437598002;FALSO;SAN TOMASO AGORDINO;54;Via Vare;FALSO;villadori@tiscalinet.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;3;FALSO;dolomiti;FALSO;DEPOSITO SCI, WIFI;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;VERO;VERO;AFFITTACAMERE;FALSO;11/08/2017
FALSO;FALSO;74100;FALSO;VERO;BELLUNO;FALSO;VILLA SAN LIBERALE;www.villasanliberale.it;;FALSO;FALSO;FALSO;0439 2261;5 Leoni;0439 2261;VERO;FELTRE;9;Via San liberale loc. Cart;FALSO;info@villasanliberale.it;FALSO;FALSO;FALSO;;32032;FALSO;FALSO;VERO;;2;FALSO;belluno-feltre-alpago;VERO;SALA LETTURA SERVIZIO NAVETTA wi_fi;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;AFFITTACAMERE;FALSO;07/11/2016
FALSO;FALSO;18614;FALSO;FALSO;BELLUNO;FALSO;AG. DA BERNA DI BERNARDINO DORIGO;;;FALSO;FALSO;FALSO;;;0436.7297;FALSO;LIVINALLONGO DEL COL DI LANA;;VIA CORTE 30;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;04/01/2017
FALSO;FALSO;18632;FALSO;FALSO;BELLUNO;FALSO;AGRIT.ALBERO DEGLI ALBERI di Valente Leonardo;;;FALSO;FALSO;FALSO;;;0439-44664;FALSO;SEREN DEL GRAPPA;;VIA MONTESORT 8;FALSO;;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;19/05/2015
FALSO;FALSO;18604;FALSO;FALSO;BELLUNO;FALSO;AGRITURISMO COOP. ARCOBALENO;;;FALSO;FALSO;FALSO;;;0439/80668;FALSO;FELTRE;;Via Calcin, 11;FALSO;;FALSO;FALSO;FALSO;;32032;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;01/08/2017
FALSO;FALSO;44779;FALSO;FALSO;BELLUNO;FALSO;AGRITURISMO DEGASPER FATTORIA MENEGUTO;;;FALSO;FALSO;FALSO;436879393;;436860441;FALSO;CORTINA D'AMPEZZO;6;Loc. Fraina;FALSO;info@agriturismodegaspergiorgio.it;FALSO;FALSO;FALSO;;32043;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;18/11/2010
FALSO;FALSO;18615;FALSO;FALSO;BELLUNO;FALSO;AGRITURISMO EL CIRUM DI ESTER CREPAZ;;;FALSO;FALSO;FALSO;;;0436.79422;FALSO;LIVINALLONGO DEL COL DI LANA;;LOCALITA' MASAREI 25;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;18/04/2012
FALSO;FALSO;190505;FALSO;FALSO;BELLUNO;FALSO;AGRITURISMO FATTORIA DEI FIORI;www.fattoriadeifiori.it;;FALSO;FALSO;FALSO;;;393394546543;FALSO;SOSPIROLO;18;Via Campaz;FALSO;lafattoriadeifiori@gmail.com;FALSO;FALSO;FALSO;;32037;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;14/08/2017
FALSO;FALSO;18606;FALSO;FALSO;BELLUNO;FALSO;AGRITURISMO MENEGUZ AURELIA;;;FALSO;FALSO;FALSO;;;0439/42136;FALSO;FELTRE;;ARSON 113;FALSO;;FALSO;FALSO;FALSO;;32032;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;29/12/2006
FALSO;FALSO;59061;FALSO;FALSO;BELLUNO;FALSO;AI COLLI DI CASTELDARDO DI SCHIFFO MARIA PAOLA;;;FALSO;FALSO;FALSO;;;+39 437 754072;FALSO;TRICHIANA;10;Via Casteldardo;FALSO;;FALSO;FALSO;FALSO;;32028;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;16/10/2012
FALSO;FALSO;52373;FALSO;FALSO;BELLUNO;FALSO;AI CUC DI BENEFICIO GIANNI;;;FALSO;FALSO;FALSO;;;439391329;FALSO;CESIOMAGGIORE;15;Via Strada dei Frassenei;FALSO;;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;18619;FALSO;FALSO;BELLUNO;FALSO;AI GIR DI SCARTON CLAUDIO;www.aigir.blogspot.com;;FALSO;FALSO;FALSO;;;0039(0)437 748248 - 0039 3406438546;FALSO;MEL;22;VIA CORDELLON;FALSO;scarton.c@libero.it;FALSO;FALSO;FALSO;;32026;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;28/11/2012
FALSO;FALSO;53037;FALSO;FALSO;BELLUNO;FALSO;AL BACHERO;;;FALSO;FALSO;FALSO;;;0437/927217;FALSO;BELLUNO;96/a;Via Meassa;FALSO;;FALSO;FALSO;FALSO;;32100;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;203175;FALSO;FALSO;BELLUNO;FALSO;AL BELVEDERE;www.albelvederepadola.com;;FALSO;FALSO;FALSO;;;393335991866;FALSO;COMELICO SUPERIORE;19;Via Belvedere;FALSO;info@albelvederepadola.com;FALSO;FALSO;FALSO;;32040;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;06/10/2017
FALSO;FALSO;107202;FALSO;FALSO;BELLUNO;FALSO;AL BON TAJER;;;FALSO;FALSO;FALSO;;;0437 751105;FALSO;LENTIAI;112/a;Via Colderù;FALSO;bontajer@pec.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;21/02/2017
FALSO;FALSO;18586;FALSO;FALSO;BELLUNO;FALSO;AL CIOD;www.alciod.it;;FALSO;FALSO;FALSO;;;0039 3489203100;FALSO;ARSIE';;Loc. Prai d'Incino;FALSO;alciod@tiscali.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;09/08/2017
FALSO;FALSO;95121;FALSO;FALSO;BELLUNO;FALSO;ANTICA PIEVE;;;FALSO;FALSO;FALSO;;;3458004717;FALSO;LIMANA;13;Via Pieve di Limana;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;19/05/2015
FALSO;FALSO;18591;FALSO;FALSO;BELLUNO;FALSO;AZ. AGRITURISTICA ALLE SOGLIE DEL PARCO di Casagrande Vally;www.parks.it/agr/soglie.parco/index.html;;FALSO;FALSO;FALSO;;;0039(0)437 294559 - 0039 3488889759;FALSO;BELLUNO;;VIA DEI PASCOLI, 9;FALSO;demabl@inwind.it;FALSO;FALSO;FALSO;;32100;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;17/04/2009
FALSO;FALSO;18593;FALSO;FALSO;BELLUNO;FALSO;AZ. AGRITURISTICA ANTICO SPLENDORE di TRENTIN ILES;;;FALSO;FALSO;FALSO;;;0439 42259;FALSO;CESIOMAGGIORE;;VIA FIANEMA, 1;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;29/12/2006
FALSO;FALSO;18608;FALSO;FALSO;BELLUNO;FALSO;AZ. AGRITURISTICA S.MICEL di FAORO GIANANTONIO;;;FALSO;FALSO;FALSO;;;0439 568100;FALSO;FONZASO;;VIA MADONNA PRIMA, 2;FALSO;;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;19/05/2015
FALSO;FALSO;18635;FALSO;FALSO;BELLUNO;FALSO;AZIENDA AGRITURISTICA BUSA DEI SBRASE;;;FALSO;FALSO;FALSO;;;437640941;FALSO;TAIBON AGORDINO;;LOC. BUSA DEI SBRASE, 1;FALSO;;FALSO;FALSO;FALSO;;32027;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;29/12/2006
FALSO;FALSO;107222;FALSO;FALSO;BELLUNO;FALSO;BELVEDERE;;;FALSO;FALSO;FALSO;;;388 7378737;FALSO;BELLUNO;100;Via Vena d'oro;FALSO;erika.bernardi@email.it;FALSO;FALSO;FALSO;;32100;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;16/02/2017
FALSO;FALSO;172902;FALSO;FALSO;BELLUNO;FALSO;BORGO COE;www.borgocoe.com;;FALSO;FALSO;FALSO;;;393491731283;FALSO;CHIES D'ALPAGO;167/A;Via Coe;FALSO;dal.bcoe@gmail.com;FALSO;FALSO;FALSO;;32010;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;05/07/2017
FALSO;FALSO;58441;FALSO;FALSO;BELLUNO;FALSO;BOTON D'ORO;;;FALSO;FALSO;FALSO;;;43562318;FALSO;SAN NICOLO' DI COMELICO;;Loc. Fiesse fraz. Costa;FALSO;;FALSO;FALSO;FALSO;;32040;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;10/08/2017
FALSO;FALSO;18599;FALSO;FALSO;BELLUNO;FALSO;CALDARA DI RANIERI CALDARA;;;FALSO;FALSO;FALSO;;;436866796;FALSO;CORTINA D'AMPEZZO;;LOC. MORTISA, 10;FALSO;;FALSO;FALSO;FALSO;;32043;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;23/02/2017
FALSO;FALSO;60420;FALSO;FALSO;BELLUNO;FALSO;CAMPO DI CIELO DI DE MARCO MARIA TERESA;www.campodicielo.it;;FALSO;FALSO;FALSO;;;0439390206 3484935967;FALSO;CESIOMAGGIORE;5;Via Centenere PEZ;FALSO;campodicielo@libero.it;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;19/11/2012
FALSO;FALSO;44981;FALSO;FALSO;BELLUNO;FALSO;CASA BIANCA DI CHIERZI SANTINA;;;FALSO;FALSO;FALSO;;;3385414758;FALSO;AGORDO;24;Via Nagol;FALSO;;FALSO;FALSO;FALSO;;32021;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;07/02/2017
FALSO;FALSO;67820;FALSO;FALSO;BELLUNO;FALSO;CASCINA DOLOMITI DI GUERRIERO VALENTINA;;;FALSO;FALSO;FALSO;;;3397812421;FALSO;CESIOMAGGIORE;5;VIA CEDE;FALSO;info@cascinadolomiti.it;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;10/01/2017
FALSO;FALSO;18637;FALSO;FALSO;BELLUNO;FALSO;CENTRO CASEARIO ALTIPIANO TAMBRE SPERT CANSIGLIO;;;FALSO;FALSO;FALSO;;;0437 439722;FALSO;TAMBRE;;VIA MARCONI 82;FALSO;;FALSO;FALSO;FALSO;;32010;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;29/12/2006
FALSO;FALSO;95120;FALSO;FALSO;BELLUNO;FALSO;CIASA DEO;;;FALSO;FALSO;FALSO;;;33881446406;FALSO;CORTINA D'AMPEZZO;126;Via Chave;FALSO;;FALSO;FALSO;FALSO;;32043;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;96840;FALSO;FALSO;BELLUNO;FALSO;COL BARBANICH;;;FALSO;FALSO;FALSO;;;3480822923;FALSO;QUERO VAS;18 A/3;Via Campagna Sud;FALSO;elena.bill@yahoo.it;FALSO;FALSO;FALSO;;32030;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;07/02/2017
FALSO;FALSO;200208;FALSO;FALSO;BELLUNO;FALSO;COLVAGO;;;FALSO;FALSO;FALSO;;;0039 3357034549;FALSO;SANTA GIUSTINA;;Loc. Colvago;FALSO;ivanef89@gmail.com;FALSO;FALSO;FALSO;;32035;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;10/08/2017
FALSO;FALSO;18879;FALSO;FALSO;BELLUNO;FALSO;CORNOLADE DI DE MARCH ANGELO;www.dolomiti.it/cornolade;;FALSO;FALSO;FALSO;;;0039(0)437 900602 - 0039 3498443453;FALSO;PONTE NELLE ALPI;;LOC. CORNOLADE;FALSO;cornolade@dolomiti.it;FALSO;FALSO;FALSO;;32014;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;24/01/2017
FALSO;FALSO;18587;FALSO;FALSO;BELLUNO;FALSO;CORTE'S RANCH DI ZANDANEL ROBERTO;www.cortesranch.com;;FALSO;FALSO;FALSO;;;0435.497060;FALSO;AURONZO DI CADORE;;Via Val d'Ansiei, 33;FALSO;cortesranch.dolomiti@libero.it;FALSO;FALSO;FALSO;;32040;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;24/01/2017
FALSO;FALSO;18609;FALSO;FALSO;BELLUNO;FALSO;DE MARTIN MAURO;;;FALSO;FALSO;FALSO;;;0039 3200578220;FALSO;CANALE D'AGORDO;10;Via Soia;FALSO;malgastia@virgilio.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;12/10/2017
FALSO;FALSO;56260;FALSO;FALSO;BELLUNO;FALSO;DOLOMITI CASA GIUSY DI VACCA G.;www.bbcasagiusy.it;;FALSO;FALSO;FALSO;;;437900049;FALSO;PONTE NELLE ALPI;59A;Vich;FALSO;bbcasagiusy@gmail.com;FALSO;FALSO;FALSO;;32014;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;16/07/2012
FALSO;FALSO;53539;FALSO;FALSO;BELLUNO;FALSO;DOLOMITI DI PRADETTO CIGNOTTO LUCIANA;;;FALSO;FALSO;FALSO;;;3335073251;FALSO;SAN PIETRO DI CADORE;13;Via Pradetto, loc. Valle;FALSO;;FALSO;FALSO;FALSO;;32040;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;14/02/2013
FALSO;FALSO;18594;FALSO;FALSO;BELLUNO;FALSO;GESIOL DI BEDIN PATRIZIA;;;FALSO;FALSO;FALSO;;;3489308988;FALSO;CESIOMAGGIORE;13;VIA COL DE BRAGHE;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;21/02/2017
FALSO;FALSO;107203;FALSO;FALSO;BELLUNO;FALSO;I BOSCHI DEL CASTAGNO;bebboschidelcastagno.it;;FALSO;FALSO;FALSO;;;;FALSO;LIMANA;1;Via I Bosch;FALSO;isarinaldi@tiscali.it;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;13/03/2017
FALSO;FALSO;57700;FALSO;FALSO;BELLUNO;FALSO;IL GIRASOLE DI FRATUCELLO ETTORE;;;FALSO;FALSO;FALSO;;;3201639771;FALSO;FELTRE;50;VIA CANTURE;FALSO;;FALSO;FALSO;FALSO;;32032;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;05/09/2012
FALSO;FALSO;99662;FALSO;FALSO;BELLUNO;FALSO;JAEGERHAUS DI GHEDINA LUCA;;;FALSO;FALSO;FALSO;;;0039 0436 860155;FALSO;CORTINA D'AMPEZZO;24/25;Via Cadin di Sotto;FALSO;jagerhaus.cortina@gmail.com;FALSO;FALSO;FALSO;;32043;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;18592;FALSO;FALSO;BELLUNO;FALSO;KITA DI PARAZZOLI MARCO;;;FALSO;FALSO;FALSO;;;437;FALSO;SOSPIROLO;;VIA DAGAI, 171;FALSO;;FALSO;FALSO;FALSO;;32037;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;13/02/2017
FALSO;FALSO;173971;FALSO;FALSO;BELLUNO;FALSO;LA BUSCA;;;FALSO;FALSO;FALSO;;;+39 3381398378;FALSO;GOSALDO;8;Via Lambroi;FALSO;agrilabuscabl@gmail.com;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;04/07/2017
FALSO;FALSO;18588;FALSO;FALSO;BELLUNO;FALSO;LA CASA DEI BERTOLDI;www.casadebertoldi.it;;FALSO;FALSO;FALSO;0039(0)437 925076;;0039(0)437 925076;FALSO;BELLUNO;;COSTA DI CASTION;FALSO;casadebertoldi@libero.it;FALSO;FALSO;FALSO;;32024;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;112364;FALSO;FALSO;BELLUNO;FALSO;LA CASA DI MAIA;www.lacasadimaia.it;;FALSO;FALSO;FALSO;;;339 3727091;FALSO;PEDAVENA;4;Via Festisei;FALSO;michela@lacasadimaia.it;FALSO;FALSO;FALSO;;32034;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;02/07/2015
FALSO;FALSO;116223;FALSO;FALSO;BELLUNO;FALSO;LA CASA NEI BOSCHI;;;FALSO;FALSO;FALSO;;;0039 3201953522;FALSO;LENTIAI;14;Via Boschi;FALSO;lacasaneiboschi@gmail.com;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;21/11/2017
FALSO;FALSO;18601;FALSO;FALSO;BELLUNO;FALSO;LA PICCOLA BAITA DI PESCOSTA FABRIZIO;;;FALSO;FALSO;FALSO;437592074;;437590491;FALSO;FALCADE;13;Via Pians frazione Sappade;FALSO;;FALSO;FALSO;FALSO;;32020;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;08/02/2017
FALSO;FALSO;18610;FALSO;FALSO;BELLUNO;FALSO;LA SLODA DI PANCIERA RENATO;;;FALSO;FALSO;FALSO;0437.78190;;0437.787696;FALSO;VAL DI ZOLDO;;Via Sant'Andrea, 20;FALSO;;FALSO;FALSO;FALSO;;32012;FALSO;FALSO;FALSO;;;FALSO;dolomiti;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;07/02/2017
FALSO;FALSO;18590;FALSO;FALSO;BELLUNO;FALSO;LA VIGNA D'ORO DI DALLA BERNARDINA LUCA;www.lavignadoro.it;;FALSO;FALSO;FALSO;0039(0)437 359463;;0039 3276573041;FALSO;BELLUNO;7/a;Via U. Bolzano;FALSO;info@lavignadoro.it;FALSO;FALSO;FALSO;;32100;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;09/02/2017
FALSO;FALSO;18636;FALSO;FALSO;BELLUNO;FALSO;LE CODE di Veronese Milo;;;FALSO;FALSO;FALSO;;;0438 581997;FALSO;TAMBRE;;Pian di Cansiglio;FALSO;;FALSO;FALSO;FALSO;;32100;FALSO;FALSO;FALSO;;;FALSO;belluno-feltre-alpago;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;AGRITURISMO;FALSO;18/01/2018
