"STAZIONE FS";"AEROPORTO";"CODICE IDENTIFICATIVO";"SALA CONFERENZE";"PARCHEGGIO";"PROVINCIA";"IMPIANTI RISALITA";"DENOMINAZIONE";"SITO WEB";"STELLE";"TERMALE";"ACCESSO AI DISABILI";"PERIFERIA";"FAX";"NUOVA CLASSIFICAZIONE LR11";"TELEFONO";"COLLINARE";"COMUNE";"NUMERO CIVICO";"INDIRIZZO";"SOLARIUM";"EMAIL";"ZONA FIERA";"LAGO";"SPAGNOLO";"INTERNO";"CAP";"AUTOSTRADA";"FITNESS";"GIOCHI BIMBI";"TIPOLOGIA SECONDARIA";"CATEGORIA";"SAUNA";"ZONA";"INGLESE";"ALTRI SERVIZI";"CENTRO STORICO";"ARIA CONDIZIONATA";"LOCALITA";"MARE";"ANIMALI AMMESSI";"PISCINA";"TEDESCO";"CHIUSURA TEMPORANEA";"RISTORANTE";"FRANCESE";"TIPOLOGIA";"PISCINA COPERTA";"DATA ULTIMA MODIFICA"
"Falso";"Falso";"4272";"Falso";"Vero";"BELLUNO";"Falso";"AURORA";"www.hotelauroramarmolada.it";"3 ***";"Falso";"Falso";"Falso";"0437711035";"3 ***";"0437721126";"Falso";"ROCCA PIETORE";"60";"Località Saviner di Laste";"Falso";"info@hotelauroramarmolada.it";"Falso";"Falso";"Falso";;"32020";"Falso";"Falso";"Vero";"Albergo";;"Falso";"dolomiti";"Vero";;"Falso";"Falso";"SAVINER DI LASTE";"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"19/01/2017"
"Falso";"Falso";"4269";"Falso";"Vero";"BELLUNO";"Vero";"VENEZIA";"www.hotelvenezia.net";"3 ***";"Falso";"Falso";"Falso";"0437721242";"3 ***";"0437721192";"Falso";"ROCCA PIETORE";"50";"Località Saviner di Laste";"Falso";"info@hotelvenezia.net";"Falso";"Falso";"Falso";;"32020";"Falso";"Vero";"Falso";"Albergo";;"Vero";"dolomiti";"Vero";"Bagno turco Idromas. Solarium Antenna Pa";"Falso";"Falso";"SAVINER DI LASTE";"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Vero";"31/01/2017"
"Falso";"Falso";"7361";"Falso";"Vero";"BELLUNO";"Falso";"APPARTAMENTI CASA AL MORO";"www.dolomitissime.com";;"Falso";"Falso";"Falso";"+39 (0)437 72 38 28";"2 Leoni";"+39 0437 72 38 05";"Falso";"ROCCA PIETORE";"48";"Località Saviner di Laste";"Falso";"alleghe@dolomitissime.com";"Falso";"Falso";"Falso";"da n. 1 a n. 7";"32020";"Falso";"Falso";"Falso";;"2";"Falso";"dolomiti";"Vero";"wi-fi";"Falso";"Falso";"SAVINER DI LASTE";"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Falso";"APPARTAMENTO";"Falso";"16/08/2017"
"Falso";"Falso";"57320";"Falso";"Vero";"BELLUNO";"Falso";"AI SASSI";;;"Falso";"Falso";"Falso";;"2 Leoni";"329/1758952 - 328/2926930";"Vero";"SOVRAMONTE";"162";"Via Sassi";"Falso";"aisassi@hotmail.it";"Falso";"Falso";"Falso";;"32030";"Falso";"Falso";"Falso";;;"Falso";"belluno-feltre-alpago";"Falso";"terrazza con solarium/due mountain bike a pagamento/Pergola per colazione all'aperto";"Falso";"Falso";"SORRIVA";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"BED AND BREAKFAST";"Falso";"20/05/2016"
"Falso";"Falso";"4270";"Falso";"Vero";"BELLUNO";"Falso";"AI SERRAI";"www.aiserrai.com";"3 ***";"Falso";"Falso";"Falso";"0437722120";"3 ***";"0437722120";"Falso";"ROCCA PIETORE";"56";"Località Sottoguda";"Falso";"aiserrai@marmolada.com";"Falso";"Falso";"Falso";;"32020";"Falso";"Falso";"Falso";"Albergo";;"Falso";"dolomiti";"Vero";"TV SATELLITE";"Vero";"Falso";"SOTTOGUDA";"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"19/01/2017"
"Falso";"Falso";"4274";"Falso";"Vero";"BELLUNO";"Vero";"GENZIANELLA";"www.albergogenzianella.it";"3 ***";"Falso";"Falso";"Falso";"0437722055";"3 ***";"0437722015";"Falso";"ROCCA PIETORE";"3";"Via Pian";"Falso";"albergogenzianella@alice.it";"Falso";"Falso";"Falso";;"32020";"Falso";"Falso";"Falso";"Albergo";;"Falso";"dolomiti";"Vero";;"Falso";"Falso";"SOTTOGUDA";"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"24/03/2016"
"Falso";"Falso";"4261";"Falso";"Vero";"BELLUNO";"Falso";"LA MONTANARA";"www.lamontanara.it";"3 ***";"Falso";"Falso";"Falso";"0437722242";"3 ***";"0437722017";"Falso";"ROCCA PIETORE";;"Località Sottoguda";"Falso";"info@lamontanara.it";"Falso";"Falso";"Falso";;"32020";"Falso";"Vero";"Vero";"Albergo";;"Vero";"dolomiti";"Vero";;"Vero";"Falso";"SOTTOGUDA";"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"14/03/2017"
"Falso";"Falso";"4262";"Falso";"Vero";"BELLUNO";"Falso";"MARIANNA";"www.hotelmarianna.com";"3 ***";"Falso";"Vero";"Falso";"0437722284";;"0437722283";"Falso";"ROCCA PIETORE";"28";"Via Pian";"Falso";"info@hotelmarianna.com";"Falso";"Falso";"Falso";;"32020";"Falso";"Vero";"Falso";"Albergo";;"Vero";"dolomiti";"Falso";;"Falso";"Falso";"SOTTOGUDA";"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"05/10/2012"
"Falso";"Falso";"47297";"Falso";"Vero";"BELLUNO";"Vero";"APARTMENTS SOL E NEF";"www.solenef.it";;"Falso";"Vero";"Falso";"0039(0)437722865";"2 Leoni";"0039 0437 722349";"Falso";"ROCCA PIETORE";"6";"Via Pian";"Falso";"info@solenef.it";"Falso";"Falso";"Falso";"11-12-13-14-15-21-22-23-24-25-31-32";"32023";"Falso";"Falso";"Falso";;"2";"Falso";"dolomiti";"Vero";"servizio di lavanderia/biancheria, noleggio biciclettE, Wi-fi";"Falso";"Falso";"SOTTOGUDA";"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"APPARTAMENTO";"Falso";"24/03/2017"
"Falso";"Falso";"618";"Falso";"Vero";"BELLUNO";"Falso";"VILLA MARINOTTI";"www.villamarinotti.com";;"Falso";"Falso";"Falso";"0039(0)43533335";"2 Leoni";"0039(0)43532231";"Falso";"PIEVE DI CADORE";"27";"Via Manzago";"Falso";"villa.marinotti@libero.it";"Falso";"Falso";"Falso";;"32044";"Falso";"Falso";"Vero";;"3";"Falso";"dolomiti";"Vero";"TIRO CON ARCO, accompagnamento pesca con mosca- servizio wi-fi";"Falso";"Falso";"TAI";"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"26/06/2017"
"Falso";"Falso";"2506";"Falso";"Falso";"BELLUNO";"Falso";"SANTA MARIA DEL LAGO";;;"Falso";"Falso";"Falso";;"2 Leoni";"0039(0)43532135";"Falso";"PIEVE DI CADORE";"10 - 17 - 19";"Via Galghena";"Falso";;"Falso";"Falso";"Falso";;"32044";"Falso";"Falso";"Vero";"Casa religiosa di ospitalità";;"Falso";"dolomiti";"Falso";"CAPPELLA";"Falso";"Falso";"TAI";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"ALTRA RICETTIVITA'";"Falso";"18/08/2017"
"Falso";"Falso";"4384";"Falso";"Falso";"BELLUNO";"Falso";"TRIESTE";;"1 *";"Falso";"Falso";"Falso";"043749086";"1 *";"043749086";"Falso";"TAMBRE";"133";"Località Tambruz";"Falso";"alb_trieste@libero.it";"Falso";"Falso";"Falso";;"32010";"Falso";"Falso";"Falso";"Albergo";;"Falso";"belluno-feltre-alpago";"Falso";;"Vero";"Falso";"TAMBRUZ";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"15/02/2018"
"Falso";"Falso";"4385";"Falso";"Vero";"BELLUNO";"Falso";"TRIESTE";;"1 *";"Falso";"Falso";"Falso";"043749086";"1 *";"043749086";"Falso";"TAMBRE";"140";"Località Tambruz";"Falso";;"Falso";"Falso";"Falso";;"32010";"Falso";"Falso";"Falso";"Albergo";;"Falso";"belluno-feltre-alpago";"Falso";;"Vero";"Falso";"TAMBRUZ";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"15/02/2018"
"Falso";"Falso";"4378";"Falso";"Vero";"BELLUNO";"Falso";"ALL'ALBA";;"2 **";"Falso";"Falso";"Falso";"0437439700";"2 **";"0437439700";"Falso";"TAMBRE";;"Località Tambruz";"Falso";"alba.hotel@libero.it";"Falso";"Falso";"Falso";;"32010";"Falso";"Falso";"Vero";"Albergo";;"Falso";"belluno-feltre-alpago";"Falso";;"Vero";"Falso";"TAMBRUZ";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"24/02/2016"
"Falso";"Falso";"4374";"Falso";"Vero";"BELLUNO";"Falso";"ALL'ALBA";;"3 ***";"Falso";"Falso";"Falso";"0437439700";"3 ***";"0437439700";"Falso";"TAMBRE";;"Località Tambruz";"Falso";"alba.hotel@libero.it";"Falso";"Falso";"Falso";;"32010";"Falso";"Falso";"Vero";"Albergo";;"Vero";"belluno-feltre-alpago";"Falso";;"Vero";"Falso";"TAMBRUZ";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"24/02/2016"
"Falso";"Falso";"4380";"Falso";"Vero";"BELLUNO";"Falso";"AL VECCHIO FORNO";;"1 *";"Falso";"Falso";"Falso";"0437433007";"1 *";"0437472043";"Falso";"TAMBRE";"61";"Via degli Emigranti";"Falso";"info-vecchioforno@libero.it";"Falso";"Falso";"Falso";;"32010";"Falso";"Falso";"Falso";"Albergo";;"Falso";"belluno-feltre-alpago";"Falso";;"Falso";"Falso";"VALDENOGHER";"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"19/01/2017"
"Falso";"Falso";"4304";"Falso";"Falso";"BELLUNO";"Falso";"COLLI - (temp. chiusa)";"www.hotelcolli.it";"2 **";"Falso";"Falso";"Falso";"0436890307";"2 **";"0436890307";"Falso";"SAN VITO DI CADORE";"4";"Corso Italia";"Falso";"albergocolli@gmail.com";"Falso";"Falso";"Falso";;"32046";"Falso";"Falso";"Falso";"Albergo";;"Falso";"dolomiti";"Vero";;"Vero";"Falso";"VALLESELLA";"Falso";"Falso";"Falso";"Vero";"Vero";"Vero";"Vero";"ALBERGO";"Falso";"21/11/2017"
"Falso";"Falso";"4296";"Falso";"Vero";"BELLUNO";"Falso";"ALLE BUONE ARIE";"www.albergoallebuonearie.it";"1 *";"Falso";"Falso";"Falso";"0435 460204";"1 *";"0435 460204 - 0423 83618";"Falso";"SANTO STEFANO DI CADORE";;"Cima Canale";"Falso";"info@albergoallebuonearie.it";"Falso";"Falso";"Falso";;"32045";"Falso";"Falso";"Vero";"Albergo";;"Falso";"dolomiti";"Vero";"mountain bike";"Falso";"Falso";"VAL VISDENDE";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"19/01/2017"
"Falso";"Falso";"4297";"Falso";"Vero";"BELLUNO";"Falso";"DA GASPERINA";"www.albergogasperina.com";"1 *";"Falso";"Falso";"Falso";"0435460298";"1 *";"0435460298";"Falso";"SANTO STEFANO DI CADORE";;"Cima Canale";"Falso";"sparina@libero.it";"Falso";"Falso";"Falso";;"32045";"Falso";"Falso";"Vero";"Albergo";;"Falso";"dolomiti";"Falso";;"Falso";"Falso";"VAL VISDENDE";"Falso";"Vero";"Falso";"Falso";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"20/06/2017"
"Falso";"Falso";"4287";"Falso";"Vero";"BELLUNO";"Falso";"MIRAVALLE";;"1 *";"Falso";"Falso";"Falso";"0435460598";"1 *";"0435460598";"Falso";"SAN PIETRO DI CADORE";;"Località Pra' Cividella";"Falso";"info@albergomiravalle.net";"Falso";"Falso";"Falso";;"32040";"Falso";"Falso";"Vero";"Albergo";;"Falso";"dolomiti";"Falso";;"Falso";"Falso";"VAL VISDENDE";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"08/11/2017"
"Falso";"Falso";"712";"Falso";"Falso";"TREVISO";"Falso";"19 BORGO CAVOUR";"www.19borgocavourtreviso.it";;"Falso";"Falso";"Falso";;"2 Leoni";"0422419145 - 3802589743 - 3470149749";"Falso";"TREVISO";"19";"Borgo Cavour";"Falso";"info@19borgocavourtreviso.it";"Falso";"Falso";"Vero";;"31100";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"28/03/2017"
"Falso";"Falso";"645";"Falso";"Vero";"TREVISO";"Falso";"AFFITTACAMERE ALL'ARCO";;;"Falso";"Falso";"Falso";"0423569668";"2 Leoni";"0423569668 - 3334113904";"Falso";"ALTIVOLE";"2/1";"Via Piave";"Falso";"info@allarco.it";"Falso";"Falso";"Falso";;"31030";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";"Frigobar in camera";"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"04/10/2017"
"Falso";"Falso";"44971";"Falso";"Vero";"TREVISO";"Falso";"AFFITTACAMERE AL PORTICO";;;"Falso";"Falso";"Vero";"0423494678";"2 Leoni";"3382964818";"Falso";"CASTELFRANCO VENETO";"32";"Via Brenta";"Falso";"alportico@gmail.com";"Falso";"Falso";"Falso";;"31033";"Falso";"Falso";"Falso";;"2";"Falso";"treviso";"Falso";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"04/05/2017"
"Falso";"Falso";"650";"Falso";"Vero";"TREVISO";"Falso";"AFFITTACAMERE CANAL";"www.canal1803.it";;"Falso";"Falso";"Falso";;"2 Leoni";"0423910841";"Vero";"BORSO DEL GRAPPA";"183";"Via Molinetto";"Falso";"canal1803@libero.it";"Falso";"Falso";"Falso";;"31030";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"27/03/2017"
"Vero";"Falso";"200213";"Falso";"Falso";"TREVISO";"Falso";"AI BASTIONI";"www.aibastioni.it";;"Falso";"Vero";"Falso";;"4 Leoni";"0422590755";"Falso";"TREVISO";"18";"Viale Fratelli Bandiera";"Falso";"info@aibastioni.it";"Falso";"Falso";"Vero";;"31100";"Falso";"Falso";"Falso";;;"Falso";"treviso";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"20/09/2017"
"Falso";"Falso";"689";"Falso";"Vero";"TREVISO";"Falso";"AL CACCIATORE - (temp. chiusa)";;;"Falso";"Falso";"Falso";"0422879663";"3 Leoni";"0422885432 - 3402111446";"Vero";"NERVESA DELLA BATTAGLIA";"2/A";"Via Castelviero";"Falso";"mendez.cecilia81@Yahoo.it";"Falso";"Falso";"Falso";;"31040";"Falso";"Falso";"Falso";;"2";"Falso";"treviso";"Vero";"Internet - biciclette";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Vero";"Falso";"Falso";"AFFITTACAMERE";"Falso";"13/09/2017"
"Falso";"Falso";"651";"Falso";"Vero";"TREVISO";"Falso";"ALLOGGI AL SILE";"www.alloggialsile.191.it";;"Falso";"Falso";"Falso";;"3 Leoni";"0422820331";"Falso";"CASALE SUL SILE";"19";"Via Schiavonia";"Falso";"allogg03@alloggialsile.191.it";"Falso";"Falso";"Vero";;"31032";"Vero";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"15/03/2017"
"Falso";"Falso";"691";"Falso";"Vero";"TREVISO";"Falso";"ALLOGGI LA BETULLA";;;"Falso";"Falso";"Vero";"0422716011";"2 Leoni";"0422716011 - 3494006592";"Falso";"ODERZO";"10 - Colfrancui";"Via Paleoveneti";"Falso";"labetulla93@gmail.com";"Falso";"Falso";"Falso";;"31046";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"18/04/2017"
"Falso";"Falso";"720";"Falso";"Vero";"TREVISO";"Falso";"ALLOGGI MANFRE' DINO";;;"Falso";"Falso";"Falso";"0423400800";"2 Leoni";"0423400800 - 3486429560";"Falso";"VEDELAGO";"7";"Via Roma";"Falso";"barmanfre@libero.it";"Falso";"Falso";"Falso";;"31050";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"04/05/2017"
"Falso";"Falso";"159748";"Falso";"Vero";"TREVISO";"Falso";"ALLOGGIO TURISTICO CASA";;;"Falso";"Falso";"Falso";;"2 Leoni";"3484428269 - 042384697";"Vero";"CROCETTA DEL MONTELLO";"6";"Via Gen. A. Gandolfo";"Falso";"newcountryhouse.2016@gmail.com";"Falso";"Falso";"Falso";;"31035";"Falso";"Falso";"Vero";;;"Falso";"treviso";"Falso";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"08/08/2016"
"Falso";"Falso";"50992";"Falso";"Vero";"TREVISO";"Falso";"ALLOGGI VENERANDI";;;"Falso";"Falso";"Vero";"0422887049";"3 Leoni";"0422887060";"Falso";"SPRESIANO";;"Via G.B. Tiepolo";"Falso";"info@hotelspresiano.it";"Falso";"Falso";"Falso";;"31027";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";"FRIGOBAR";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"04/05/2017"
"Falso";"Falso";"49710";"Falso";"Vero";"TREVISO";"Falso";"AL RUGANTINO";;;"Falso";"Falso";"Falso";;"2 Leoni";"3478997883";"Falso";"MORGANO";"37";"Via Roma";"Falso";"mikychef75@gmail.com";"Falso";"Falso";"Vero";;"31050";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";"frigobar";"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Vero";"AFFITTACAMERE";"Falso";"20/12/2017"
"Falso";"Falso";"663";"Falso";"Vero";"TREVISO";"Falso";"ASOLO GOLF CLUB (CIVICO 98)";"www.asologolf.it";;"Falso";"Falso";"Falso";"0423543226";"2 Leoni";"0423942240";"Vero";"CAVASO DEL TOMBA";"98";"Via dei Borghi";"Falso";"info@asologolf.it";"Falso";"Falso";"Falso";;"31034";"Falso";"Vero";"Vero";;"2";"Vero";"treviso";"Vero";"frigobar, WI-FI";"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"AFFITTACAMERE";"Falso";"08/02/2018"
"Falso";"Falso";"664";"Falso";"Vero";"TREVISO";"Falso";"ASOLO GOLF CLUB (CIVICO 99)";"www.asologolf.it";;"Falso";"Falso";"Falso";"0423543226";"2 Leoni";"0423942240";"Vero";"CAVASO DEL TOMBA";"99";"Via dei Borghi";"Falso";"info@asologolf.it";"Falso";"Falso";"Falso";;"31034";"Falso";"Vero";"Falso";;"2";"Vero";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"AFFITTACAMERE";"Falso";"08/02/2018"
"Falso";"Falso";"661";"Falso";"Vero";"TREVISO";"Falso";"BAR DA BEPI";;;"Falso";"Falso";"Falso";"0423768679";"2 Leoni";"0423469937- 3351251778";"Falso";"CASTELLO DI GODEGO";"10";"Via Chioggia";"Falso";"mauriziosanti2003@libero.it";"Falso";"Falso";"Falso";;"31030";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"Vero";"AFFITTACAMERE";"Falso";"09/05/2017"
"Vero";"Falso";"659";"Falso";"Vero";"TREVISO";"Falso";"BLENHEIM ROOMS";"www.blenheimrooms.com";;"Falso";"Falso";"Falso";;"2 Leoni";"0423494282 - 0423493044 - 3382382959";"Falso";"CASTELFRANCO VENETO";"88";"Borgo Pieve";"Falso";"blenheim@libero.it";"Falso";"Falso";"Falso";;"31033";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";"angolo cottura";"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"04/10/2017"
"Falso";"Falso";"688";"Falso";"Vero";"TREVISO";"Falso";"BOSCO DELLA SERENISSIMA - (temp. chiusa)";;;"Falso";"Falso";"Falso";"0422879663";"3 Leoni";"0422885432 - 3402111446";"Falso";"NERVESA DELLA BATTAGLIA";"1";"Via Frati";"Falso";"mendez.cecilia81@Yahoo.it";"Falso";"Falso";"Falso";;"31040";"Falso";"Falso";"Falso";;"2";"Falso";"treviso";"Vero";"autorimessa, biciclette, internet";"Falso";"Vero";;"Falso";"Vero";"Falso";"Falso";"Vero";"Vero";"Falso";"AFFITTACAMERE";"Falso";"13/09/2017"
"Falso";"Falso";"111522";"Falso";"Vero";"TREVISO";"Falso";"CA' BELVEDERE";"www.bebbelvedere.it";;"Falso";"Falso";"Falso";;"3 Leoni";"0422820705 - 3402585070";"Falso";"SILEA";"61/C";"Via Belvedere";"Falso";"bedbelvedere@gmail.com";"Falso";"Falso";"Vero";;"31057";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";"SERVIZIO LAVABIANCHERIA, WI-FI, NOLEGGIO BICICLETTE";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"23/09/2015"
"Falso";"Falso";"178582";"Falso";"Vero";"TREVISO";"Falso";"CA' CIARAN";"www.caciaran.it";;"Falso";"Falso";"Falso";;"4 Leoni";"3483580400";"Falso";"CHIARANO";"1/A";"Via Bosco";"Falso";"info@caciaran.it";"Falso";"Falso";"Falso";;"31040";"Falso";"Falso";"Vero";;;"Falso";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"06/04/2017"
"Falso";"Falso";"49096";"Falso";"Vero";"TREVISO";"Falso";"CA' DEGLI ARTISTI";"www.cadegliartisti.it";;"Falso";"Falso";"Falso";"0423 677181";"3 Leoni";"0423 679635 - 346 3523813";"Falso";"TREVIGNANO";"10/A";"Via Garibaldi";"Falso";"info@cadegliartisti.it";"Falso";"Falso";"Falso";;"31040";"Falso";"Falso";"Vero";;"2";"Falso";"treviso";"Vero";"internet wireless, biciclette, posti auto coperti";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"27/03/2017"
"Falso";"Falso";"53301";"Falso";"Vero";"TREVISO";"Falso";"CA' DEL SILE";"www.cadelsile.com";;"Falso";"Falso";"Falso";;"4 Leoni";"3207967945 - 3470558342";"Falso";"MORGANO";"58 A/B";"Via Barbasso";"Falso";"info@cadelsile.com";"Falso";"Falso";"Falso";;"31050";"Falso";"Falso";"Falso";;"2";"Falso";"treviso";"Falso";"FRIGOBAR";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"11/04/2017"
"Falso";"Falso";"115364";"Falso";"Vero";"TREVISO";"Falso";"CA' RODI";"www.alloggi-ca-rodi.com";;"Falso";"Vero";"Falso";"0423538545";"3 Leoni";"0423538545 - 3356354171";"Falso";"CRESPANO DEL GRAPPA";"1";"Via San Carlo";"Falso";"alloggi@alloggi-ca-rodi.com";"Falso";"Falso";"Falso";;"31017";"Falso";"Falso";"Falso";;;"Falso";"treviso";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"18/01/2017"
"Falso";"Falso";"709";"Falso";"Vero";"TREVISO";"Falso";"CASA VITTORIA";"www.casa-vittoria.it";;"Falso";"Vero";"Falso";;"4 Leoni";"04221837764 - 3385880427";"Falso";"SAN POLO DI PIAVE";"4";"Via Casoni";"Falso";"info@casa-vittoria.it";"Falso";"Falso";"Falso";;"31020";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"27/09/2017"
"Falso";"Falso";"52969";"Falso";"Vero";"TREVISO";"Falso";"CIVICO 80";"www.civico80.it";;"Falso";"Falso";"Falso";;"3 Leoni";"3315833291";"Falso";"MARENO DI PIAVE";"80 - S. Maria del Piave";"Via Campana";"Falso";"info@civico80.it";"Vero";"Falso";"Falso";;"31010";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Falso";"FRIGOBAR";"Falso";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"06/02/2017"
"Falso";"Falso";"724";"Falso";"Vero";"TREVISO";"Falso";"COLONIA RESORT";"www.coloniaresort.com";;"Falso";"Vero";"Falso";;"5 Leoni";"0438561389 - 3667871793";"Vero";"VITTORIO VENETO";"4";"Via Manzana";"Falso";"info@coloniaresort.com";"Falso";"Falso";"Falso";;"31029";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Falso";"AFFITTACAMERE";"Falso";"16/10/2017"
"Falso";"Falso";"658";"Falso";"Falso";"TREVISO";"Falso";"CORNAROROOMS";"www.cornarorooms.it";;"Falso";"Falso";"Falso";;"2 Leoni";"0423721816 - 0423493238";"Falso";"CASTELFRANCO VENETO";"13/B";"Via Regina Cornaro";"Falso";"info@cornarorooms.it";"Falso";"Falso";"Falso";;"31033";"Falso";"Falso";"Falso";;"3";"Falso";"treviso";"Falso";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"AFFITTACAMERE";"Falso";"09/05/2017"
"Falso";"Falso";"46265";"Falso";"Vero";"TREVISO";"Falso";"COUNTRY CLUB DA CESCO";"www.biodacesco.it";;"Falso";"Vero";"Falso";"0424524270";"3 Leoni";"0424524270 - 3483050369";"Vero";"BORSO DEL GRAPPA";"17";"Via Chiesure";"Falso";"info@biodacesco.it";"Falso";"Falso";"Falso";;"31030";"Falso";"Falso";"Vero";;"3";"Falso";"treviso";"Vero";;"Falso";"Falso";;"Falso";"Vero";"Falso";"Falso";"Falso";"Falso";"Vero";"AFFITTACAMERE";"Falso";"16/03/2017"
